season,team_id,ft_pct,ast_rate,blk_rate,stl_rate
2008,1102,0.6944444444444444,0.6433428767150501,0.03796179549359002,0.13448991074999322
2008,1103,0.7076271186440678,0.5642325596432434,0.054465162245271086,0.14023756822811043
2008,1104,0.6201780415430267,0.5556889172091684,0.07709211904618507,0.12950352693830347
2008,1105,0.6869565217391305,0.45253041795658405,0.1009345730598382,0.13328290439850116
2008,1106,0.6463654223968566,0.5422564763516796,0.0674222345531117,0.10644822939438969
2008,1107,0.7260504201680672,0.5156014192293158,0.04612291188412901,0.10453989945722629
2008,1108,0.6916524701873935,0.4041611597178551,0.028474829899895113,0.11734301392298313
2008,1110,0.7433903576982893,0.5642527978553499,0.051964067705479566,0.09403524219366126
2008,1111,0.6846689895470384,0.5330324345895413,0.07969969021838653,0.10433668056380548
2008,1112,0.7428998505231689,0.6209804376762372,0.06261610834482569,0.10034668359847232
2008,1113,0.740983606557377,0.6287729624821956,0.05926719003334302,0.14222610893556828
2008,1114,0.6643258426966292,0.5717487994034474,0.06287594582710217,0.12980028126012358
2008,1115,0.6195426195426196,0.49536501661254073,0.08978400602294483,0.09925124938698318
2008,1116,0.6723646723646723,0.5415711385847375,0.09724225342739054,0.1294883935632254
2008,1117,0.7207392197125256,0.4859674629261197,0.03835484538796652,0.12199625386026058
2008,1119,0.6798245614035088,0.6303840681407535,0.0423763234160652,0.18325789167724024
2008,1120,0.6691588785046729,0.5819332229088208,0.04434672027254515,0.16025882392023505
2008,1122,0.7144578313253012,0.5849250467482658,0.04001218836623689,0.18642662979399494
2008,1123,0.6534296028880866,0.49845467203361943,0.03391282267380274,0.1258100978106151
2008,1124,0.7410179640718563,0.42728347211657947,0.07400618535124852,0.12588771992182646
2008,1125,0.698340874811463,0.6301130590477504,0.031761068661543,0.14828770575027994
2008,1126,0.6835443037974683,0.5008048330618443,0.047223299485721106,0.1446364150347847
2008,1127,0.7320388349514563,0.5000681280065399,0.048769708652269345,0.14335128457959112
2008,1129,0.6662162162162162,0.6068928610458209,0.03823539787986714,0.10225173642679389
2008,1130,0.689807976366322,0.5854979692219138,0.09784850615733205,0.10088426057631672
2008,1131,0.6788321167883211,0.6044974060141755,0.04887647757600445,0.14343877565657348
2008,1132,0.6552346570397112,0.5381844116730428,0.0895131505264745,0.09836149946421453
2008,1133,0.7449768160741885,0.645341907049994,0.04397270639971505,0.14298622201396438
2008,1135,0.7496012759170654,0.6344121901092772,0.04603748392952395,0.13259901036112545
2008,1137,0.6765217391304348,0.5948357310625905,0.04965297245688948,0.12199426387191384
2008,1138,0.6779359430604982,0.5173838769360386,0.05102731071628139,0.1456307537334394
2008,1139,0.7373737373737373,0.5720687194918564,0.05174412423980457,0.1295356942153852
2008,1140,0.6583679114799447,0.639201120627195,0.06600625043118057,0.10157518229033799
2008,1141,0.6808846761453397,0.4030710327287513,0.0568881659350219,0.1593483365078769
2008,1142,0.6597744360902256,0.5064745859799614,0.056065834379194816,0.13001857341974876
2008,1143,0.78,0.5534221399813349,0.042154371917504034,0.06725175370567245
2008,1144,0.6998577524893315,0.6307576491410553,0.04865862041256457,0.13248901228617269
2008,1145,0.6493775933609959,0.5270219005471346,0.07410099207434472,0.10352950307828834
2008,1146,0.6965174129353234,0.41100344276940515,0.08002400322746969,0.11803740878388477
2008,1147,0.7142857142857143,0.5323562221313433,0.04960833849876448,0.14285667285235926
2008,1148,0.7058823529411765,0.5823489742982794,0.05426642586336627,0.09613626136867416
2008,1149,0.6666666666666666,0.5066488882335564,0.033014280522644,0.09124593948381625
2008,1150,0.6759142496847415,0.5558295671423976,0.06299092332234459,0.15094687222519698
2008,1151,0.6577181208053692,0.5752101780669849,0.03942751973466461,0.10909000261071418
2008,1152,0.6780045351473923,0.5101993559183066,0.06667678729537886,0.12435360694744521
2008,1153,0.6672535211267606,0.5490789292406121,0.04307403840955758,0.10314146321628968
2008,1154,0.6765799256505576,0.5257485323384888,0.02155345358495109,0.10569400673866682
