season,team_id,consensus_rank
2008,1102,155.25581395348837
2008,1103,74.86046511627907
2008,1104,91.86046511627907
2008,1105,301.8139534883721
2008,1106,226.02380952380952
2008,1107,197.7906976744186
2008,1108,337.23809523809524
2008,1110,134.85714285714286
2008,1111,158.90697674418604
2008,1112,36.55813953488372
2008,1113,51.18604651162791
2008,1114,166.92857142857142
2008,1115,317.9047619047619
2008,1116,38.906976744186046
2008,1117,278.4047619047619
2008,1119,237.42857142857142
2008,1120,144.51162790697674
2008,1122,133.11627906976744
2008,1123,253.32558139534885
2008,1124,40.604651162790695
2008,1125,112.48837209302326
2008,1126,318.3333333333333
2008,1127,230.42857142857142
2008,1129,97.02325581395348
2008,1130,116.06976744186046
2008,1131,222.51162790697674
2008,1132,196.11627906976744
2008,1133,92.65116279069767
2008,1135,126.28571428571429
2008,1137,230.74418604651163
2008,1138,218.09302325581396
2008,1139,17.804347826086957
2008,1140,33.29545454545455
2008,1141,180.14285714285714
2008,1142,240.86046511627907
2008,1143,71.79069767441861
2008,1144,305.14285714285717
2008,1145,307.2857142857143
2008,1146,279.14285714285717
2008,1147,280.3809523809524
2008,1148,213.27906976744185
2008,1149,315.1666666666667
2008,1150,75.83720930232558
2008,1151,160.52380952380952
2008,1152,248.61904761904762
2008,1153,115.23255813953489
2008,1154,329.73809523809524
2008,1155,18.355555555555554
2008,1156,87.5952380952381
2008,1157,266.16279069767444
2008,1158,179.6046511627907
2008,1159,184.57142857142858
2008,1160,143.46511627906978
2008,1161,269.30232558139534
2008,1162,240.88095238095238
2008,1163,19.82608695652174
2008,1164,265.1190476190476
2008,1165,91.06976744186046
2008,1166,55.72093023255814
2008,1167,311.4878048780488
2008,1168,82.86046511627907
2008,1169,123.45238095238095
2008,1170,333.2142857142857
2008,1171,296.6666666666667
2008,1172,29.41304347826087
2008,1173,56.25581395348837
2008,1174,195.6904761904762
2008,1175,246.74418604651163
2008,1176,243.4418604651163
2008,1177,133.06976744186048
2008,1178,252.65116279069767
2008,1179,14.630434782608695
2008,1180,230.0
2008,1181,6.782608695652174
2008,1182,102.4186046511628
2008,1183,320.8333333333333
2008,1184,269.27906976744185
2008,1185,191.26190476190476
2008,1186,257.48837209302326
2008,1187,224.88372093023256
2008,1189,199.3953488372093
2008,1190,171.86046511627907
2008,1191,222.51162790697674
2008,1192,297.72093023255815
2008,1193,190.45238095238096
2008,1194,204.5
2008,1195,300.875
2008,1196,62.06976744186046
2008,1197,274.86046511627904
2008,1198,258.26190476190476
2008,1199,57.627906976744185
2008,1200,161.4418604651163
2008,1201,212.58139534883722
2008,1202,295.85714285714283
2008,1203,175.1860465116279
2008,1204,142.92857142857142
2008,1205,200.93023255813952
2008,1206,81.88372093023256
2008,1207,8.58695652173913
2008,1208,88.53488372093024
2008,1209,262.0238095238095
2008,1210,69.90697674418605
2008,1211,27.652173913043477
2008,1212,333.5238095238095
2008,1214,190.11627906976744
2008,1216,212.61904761904762
2008,1217,293.4186046511628
2008,1218,247.46511627906978
2008,1219,210.57142857142858
2008,1220,216.3953488372093
2008,1221,174.1860465116279
2008,1222,75.11627906976744
2008,1224,331.6190476190476
2008,1225,287.5
2008,1226,266.5952380952381
2008,1227,117.32558139534883
2008,1228,81.97674418604652
2008,1229,42.44186046511628
2008,1231,24.108695652173914
2008,1232,131.1627906976744
2008,1233,240.97674418604652
2008,1234,155.65116279069767
2008,1235,137.2093023255814
2008,1236,207.97619047619048
2008,1237,75.5813953488372
