season,team_id,close_win_pct,last15_win_pct,sos
2008,1102,0.6666666666666666,0.4666666666666667,0.5059026773173737
2008,1103,0.5454545454545454,0.6,0.501719676091713
2008,1104,0.4444444444444444,0.4,0.5619954256021267
2008,1105,0.5,0.6666666666666666,0.4047118820798349
2008,1106,0.5,0.8,0.37817104711407207
2008,1107,0.2727272727272727,0.5333333333333333,0.45107109427011444
2008,1108,0.5,0.3333333333333333,0.4191939657648401
2008,1110,0.5,0.8,0.49570245630516596
2008,1111,0.6,0.5333333333333333,0.47346325292863106
2008,1112,0.2222222222222222,0.4666666666666667,0.6160519048620181
2008,1113,0.625,0.3333333333333333,0.5319269398274928
2008,1114,0.7777777777777778,0.6,0.4281616418435106
2008,1115,0.3333333333333333,0.4,0.3877360261112238
2008,1116,0.5714285714285714,0.6,0.569226096077269
2008,1117,0.3333333333333333,0.2,0.49664367915681235
2008,1119,0.7142857142857143,0.4666666666666667,0.4690777912027694
2008,1120,0.5,0.26666666666666666,0.5338327279138828
2008,1122,0.75,0.8,0.473798477020663
2008,1123,0.1,0.26666666666666666,0.5179407772563975
2008,1124,0.4,0.4666666666666667,0.5576935334925422
2008,1125,0.7142857142857143,0.9333333333333333,0.45906547268518083
2008,1126,0.38461538461538464,0.26666666666666666,0.42416557093731083
2008,1127,0.4444444444444444,0.6,0.4492145068919753
2008,1129,0.5555555555555556,0.8,0.46746401110134506
2008,1130,0.5555555555555556,0.13333333333333333,0.5853261889292461
2008,1131,0.6666666666666666,0.6666666666666666,0.44766844255481214
2008,1132,0.5,0.4,0.48412513486404135
2008,1133,0.4444444444444444,0.6,0.5449080825812351
2008,1135,0.7142857142857143,0.7333333333333333,0.4589198531537008
2008,1137,0.5833333333333334,0.3333333333333333,0.5124049600051162
2008,1138,0.2,0.26666666666666666,0.49446353747841265
2008,1139,0.75,0.8666666666666667,0.47693653459652136
2008,1140,0.6666666666666666,0.8666666666666667,0.5131594253854642
2008,1141,0.7,0.4666666666666667,0.480606531250869
2008,1142,0.5,0.4,0.49941684076666426
2008,1143,0.45454545454545453,0.3333333333333333,0.5749033122386764
2008,1144,0.4,0.26666666666666666,0.44878091603332293
2008,1145,0.4,0.26666666666666666,0.5010889285042466
2008,1146,0.5555555555555556,0.2,0.4404923506467958
2008,1147,0.4444444444444444,0.2,0.4740600728714837
2008,1148,0.3333333333333333,0.6,0.47352664933495486
2008,1149,0.5,0.26666666666666666,0.4622852479402492
2008,1150,0.4666666666666667,0.5333333333333333,0.5442533433674684
2008,1151,0.75,0.4666666666666667,0.5108099673490817
2008,1152,0.32,0.4,0.5221678969899215
2008,1153,0.5833333333333334,0.3333333333333333,0.5923376729369262
2008,1154,0.25,0.06666666666666667,0.4994780773795384
2008,1155,0.5454545454545454,0.6666666666666666,0.5679218425415947
2008,1156,0.7777777777777778,0.5333333333333333,0.5333850289925958
2008,1157,0.6,0.4,0.4420520834580901
2008,1158,0.5,0.4666666666666667,0.4643014471118931
2008,1159,0.45454545454545453,0.6,0.4573984628915455
2008,1160,0.2857142857142857,0.2,0.5723997228599117
2008,1161,0.375,0.06666666666666667,0.5503738122609036
2008,1162,0.3333333333333333,0.5333333333333333,0.45460113317405154
2008,1163,0.7272727272727273,0.8,0.5654600074194532
2008,1164,0.5333333333333333,0.8,0.4652711487325038
2008,1165,0.8333333333333334,1.0,0.43925417345189316
2008,1166,0.75,0.5333333333333333,0.5249275885567555
2008,1167,0.5,0.3333333333333333,0.4430350952986257
2008,1168,0.4,0.8666666666666667,0.4630983972012534
2008,1169,0.6666666666666666,0.5333333333333333,0.47264193386307035
2008,1170,0.3333333333333333,0.13333333333333333,0.48858608420274163
2008,1171,0.4,0.3333333333333333,0.43847392009032515
2008,1172,0.5,1.0,0.4895064914059111
2008,1173,0.7272727272727273,0.4666666666666667,0.5724880218910059
2008,1174,0.46153846153846156,0.4,0.5031262810204017
2008,1175,0.4444444444444444,0.5333333333333333,0.4744521698860554
2008,1176,0.16666666666666666,0.3333333333333333,0.47897153108499047
2008,1177,0.4444444444444444,0.26666666666666666,0.572820231153101
2008,1178,0.2727272727272727,0.2,0.5309873498811795
2008,1179,0.6666666666666666,0.8,0.520079500199124
2008,1180,0.5,0.26666666666666666,0.5075625840053763
2008,1181,0.4,0.7333333333333333,0.5760323704183405
2008,1182,0.1111111111111111,0.4,0.5056784260573192
2008,1183,0.5,0.3333333333333333,0.4103202762225888
2008,1184,0.6666666666666666,0.5333333333333333,0.4594581655273653
2008,1185,0.5,0.5333333333333333,0.45305495697507536
2008,1186,0.25,0.3333333333333333,0.47398587517891705
2008,1187,0.25,0.26666666666666666,0.5116151934744851
2008,1189,0.4166666666666667,0.4666666666666667,0.4829151889620062
2008,1190,0.4166666666666667,0.7333333333333333,0.48157998774880434
2008,1191,0.2857142857142857,0.26666666666666666,0.5286192175803577
2008,1192,0.4,0.2,0.4869196153408274
2008,1193,0.5,0.6,0.5001932515739524
2008,1194,0.5555555555555556,0.6666666666666666,0.4623932750211528
2008,1195,0.6666666666666666,0.3333333333333333,0.44552695361724687
2008,1196,0.42857142857142855,0.4,0.5271874623752144
2008,1197,0.625,0.6,0.4377601965316938
2008,1198,0.0,0.26666666666666666,0.5333028676128152
2008,1199,0.6666666666666666,0.4666666666666667,0.5848395415171557
2008,1200,0.45454545454545453,0.4,0.5491162519316322
2008,1201,0.14285714285714285,0.26666666666666666,0.504266037372992
2008,1202,0.3333333333333333,0.3333333333333333,0.4950034487495092
2008,1203,0.25,0.26666666666666666,0.5566363408097279
2008,1204,0.5,0.5333333333333333,0.4826662877425162
2008,1205,0.3333333333333333,0.6,0.4625572058506052
2008,1206,0.2857142857142857,0.6666666666666666,0.50528355429419
2008,1207,1.0,0.8,0.5541922822098048
2008,1208,0.5714285714285714,0.4,0.5723748562332232
2008,1209,0.375,0.3333333333333333,0.48033853376433094
2008,1210,0.4166666666666667,0.4666666666666667,0.5986313250607753
2008,1211,0.7,0.8,0.5144766086407612
2008,1212,0.6666666666666666,0.4666666666666667,0.41896434371921165
2008,1214,0.6666666666666666,0.6,0.468559291633868
2008,1216,0.75,0.6666666666666666,0.46959507935652617
2008,1217,0.16666666666666666,0.26666666666666666,0.4868899717504649
2008,1218,0.5,0.4,0.4834729060498706
2008,1219,0.3333333333333333,0.6,0.4358424724152591
2008,1220,0.4,0.6,0.47498883539831815
2008,1221,0.625,0.4,0.5156431238277446
2008,1222,0.42857142857142855,0.6,0.49648552294067666
2008,1223,0.1,0.1,0.5044736361977742
2008,1224,0.2,0.13333333333333333,0.47305893131281734
2008,1225,0.4,0.26666666666666666,0.4835588741231303
2008,1226,0.7777777777777778,0.4666666666666667,0.47644503472915756
2008,1227,0.25,0.5333333333333333,0.5016327919595005
2008,1228,0.4,0.4666666666666667,0.5853158916008511
2008,1229,0.7,0.6666666666666666,0.532582722447104
2008,1231,0.6363636363636364,0.6,0.5393572741817932
2008,1232,0.6666666666666666,0.4,0.5451350927838693
2008,1233,0.4444444444444444,0.4666666666666667,0.49234387409301167
2008,1234,0.3333333333333333,0.3333333333333333,0.5239789878422648
2008,1235,0.6666666666666666,0.2,0.5453614586192449
2008,1236,0.6666666666666666,0.5333333333333333,0.5002161324621541
2008,1237,0.6666666666666666,0.8666666666666667,0.44867531555736045
2008,1238,0.625,0.5333333333333333,0.4491648672014448
2008,1239,0.6666666666666666,0.6666666666666666,0.45396542617320335
2008,1240,0.3,0.3333333333333333,0.430531802768929
2008,1241,0.3333333333333333,0.2,0.4884261683656844
2008,1242,0.6,0.8,0.5352415458170591
2008,1243,0.5,0.5333333333333333,0.5696674969793248
2008,1244,0.42857142857142855,0.5333333333333333,0.4154776728956372
2008,1245,0.7142857142857143,0.8666666666666667,0.5047042732703415
2008,1246,0.6,0.7333333333333333,0.5774517591741796
2008,1247,0.6666666666666666,0.5333333333333333,0.5085629099481858
2008,1248,0.4166666666666667,0.4,0.4955844673048974
2008,1249,0.5,0.8,0.46969598852434985
2008,1250,0.6363636363636364,0.4666666666666667,0.44094557570450327
2008,1251,0.375,0.5333333333333333,0.43417910796104
2008,1252,0.4,0.5333333333333333,0.451350910321294
2008,1253,0.2222222222222222,0.13333333333333333,0.4756727948960305
2008,1254,0.25,0.4,0.46551186166237746
2008,1255,0.3333333333333333,0.3333333333333333,0.45745904308512675
2008,1256,0.25,0.2,0.4795132469050793
2008,1257,0.4444444444444444,0.7333333333333333,0.5890373545404233
2008,1258,0.8,0.13333333333333333,0.5061239669673455
