season,teamA_id,teamB_id,teamA_seed,teamB_seed,seed_diff,min_seed,is_big_gap,is_late_round,daynum,score_margin,game_result,total_points,teamA_score,teamB_score,a_adj_o,a_adj_d,a_adj_em,a_barthag,a_adj_t,a_wab,b_adj_o,b_adj_d,b_adj_em,b_barthag,b_adj_t,b_wab,a_coach_appearances,a_coach_tourn_wins,a_coach_final_fours,a_coach_win_rate,b_coach_appearances,b_coach_tourn_wins,b_coach_final_fours,b_coach_win_rate,adj_o_diff,adj_d_diff,adj_em_diff,barthag_diff,adj_t_diff,wab_diff,coach_appearances_diff,coach_tourn_wins_diff,coach_final_fours_diff,coach_win_rate_diff,a_close_win_pct,a_last15_win_pct,a_sos,b_close_win_pct,b_last15_win_pct,b_sos,close_win_pct_diff,last15_win_pct_diff,sos_diff,a_ft_pct,a_ast_rate,a_blk_rate,a_stl_rate,b_ft_pct,b_ast_rate,b_blk_rate,b_stl_rate,ft_pct_diff,ast_rate_diff,blk_rate_diff,stl_rate_diff,a_consensus_rank,b_consensus_rank,consensus_rank_diff,consensus_disagreement,seed_disagreement
2008,1291,1164,16,16,0,16,0,0,134,9,1,129,69,60,99.87727152298326,100.8293719672697,-0.9521004442864296,0.4727503085130932,,-9.338504107613424,92.35124553285247,105.73657822217992,-13.38533268932744,0.1741430469350307,,-12.910475341087007,0,0,0,0.0,3,1,0,0.25,7.52602599013079,-4.907206254910221,12.433232245041012,0.2986072615780625,,3.571971233473583,-3,-1,0,-0.25,0.375,0.6666666666666666,0.4811852378856081,0.5333333333333333,0.8,0.4652711487325038,-0.15833333333333333,-0.13333333333333341,0.01591408915310427,0.6964285714285714,0.5271348380065046,0.0659089242749914,0.1334777661149683,0.7173252279635258,0.4605665428610284,0.0397210499942966,0.1350479357120655,-0.020896656534954428,0.06656829514547624,0.0261878742806948,-0.0015701695970971874,163.6904761904762,265.1190476190476,101.42857142857139,42.73094278148398,13.877274596946698
2008,1181,1125,2,15,-13,2,1,0,136,1,1,141,71,70,116.55033226369164,90.76295253614114,25.7873797275505,0.9466385262096206,,8.888644733945345,106.62458207357966,104.70293964199712,1.9216424315825409,0.5520975422298445,,-3.397042778902093,22,68,7,0.7816091954022989,2,0,0,0.0,9.925750190111984,-13.939987105855977,23.86573729596796,0.3945409839797761,,12.28568751284744,20,68,7,0.7816091954022989,0.4,0.7333333333333333,0.5760323704183405,0.7142857142857143,0.9333333333333332,0.4590654726851808,-0.3142857142857143,-0.19999999999999996,0.11696689773315977,0.6946182728410513,0.5234295765319816,0.0669804820585405,0.1496039424803956,0.698340874811463,0.6301130590477504,0.031761068661543,0.1482877057502799,-0.003722601970411743,-0.10668348251576876,0.0352194133969975,0.0013162367301156885,6.782608695652174,112.48837209302326,105.70576339737109,-8.377471289897684,2.609108512129229
2008,1242,1340,1,16,-15,1,1,0,136,24,1,146,85,61,122.068121347,86.4152243094112,35.6528970375888,0.9815175274805736,,9.894086180926676,107.56627676263024,102.66961712705876,4.896659635571481,0.6308339112444395,,-3.3088479555870727,9,16,0,0.64,0,0,0,0.0,14.501844584369763,-16.254392817647556,30.75623740201732,0.3506836162361341,,13.202934136513749,9,16,0,0.64,0.6,0.8,0.5352415458170591,0.6666666666666666,0.9333333333333332,0.4580964762400153,-0.06666666666666665,-0.1333333333333332,0.07714506957704376,0.7077562326869806,0.6204002363413093,0.110086873240531,0.1638911023951767,0.6709886547811994,0.6123341253456356,0.0611206012131148,0.1271987061652782,0.036767577905781224,0.00806611099567367,0.0489662720274162,0.036692396229898505,3.3043478260869565,107.52380952380952,104.21946169772256,-43.2453042106966,6.007197674217906
2008,1425,1243,6,11,-5,6,0,0,136,-13,0,147,67,80,110.07485477141036,91.75964442845736,18.315210342952994,0.8902075034869115,,3.5798331390341933,115.21163831593132,94.3577520744762,20.85388624145513,0.908569261799974,,1.0004017850021814,6,6,0,0.5,0,0,0,0.0,-5.136783544520966,-2.598107646018832,-2.5386758985021345,-0.0183617583130625,,2.579431354032012,6,6,0,0.5,0.5,0.6666666666666666,0.5792289495914822,0.5,0.5333333333333333,0.5696674969793248,0.0,0.1333333333333333,0.00956145261215735,0.6845425867507886,0.4917734811758437,0.0743569045348692,0.0996643351596999,0.6950354609929078,0.5639161245231639,0.0634265219127745,0.1371817212783442,-0.010492874242119199,-0.07214264334732018,0.010930382622094711,-0.03751738611864429,24.511627906976745,37.627906976744185,13.11627906976744,26.951153353070602,-9.825660906498147
2008,1266,1246,6,11,-5,6,0,0,136,8,1,140,74,66,114.81810878267842,91.97740395795152,22.8407048247269,0.927625372638578,,3.835614854520353,107.34267577922684,95.76268227943996,11.57999349978688,0.7879749825843911,,-1.0723663614934194,4,4,0,0.5,3,3,0,0.5,7.475433003451585,-3.785278321488434,11.26071132494002,0.1396503900541869,,4.907981216013772,1,1,0,0.0,0.4,0.6666666666666666,0.5714390411227788,0.6,0.7333333333333333,0.5774517591741796,-0.19999999999999996,-0.06666666666666665,-0.0060127180514008005,0.7009735744089013,0.5655518233799786,0.0706993671975372,0.177709554733168,0.733652312599681,0.53233197873579,0.0862123270933996,0.1260798229932066,-0.03267873819077971,0.03321984464418859,-0.015512959895862405,0.05162973173996138,19.77777777777778,56.81395348837209,37.036175710594314,-15.981089668311625,3.973726316944008
2008,1277,1396,5,12,-7,5,0,0,136,11,1,133,72,61,115.3463022885202,93.57925466963962,21.767047618880586,0.9172075857126356,,5.082134904393195,111.94272227880182,99.80525083555013,12.137471443251698,0.7891509544013776,,-1.6469148362365071,10,24,1,0.7272727272727273,9,1,0,0.1,3.4035800097183824,-6.225996165910502,9.629576175628884,0.128056631311258,,6.729049740629702,1,23,1,0.6272727272727273,0.7142857142857143,0.6,0.5539155446374029,0.5714285714285714,0.8,0.5580054903551971,0.1428571428571429,-0.20000000000000007,-0.004089945717794197,0.7309562398703403,0.6590895649528266,0.0787089757065893,0.1123471544751475,0.7412140575079872,0.5896346402244097,0.0776646811119019,0.1111182565974886,-0.010257817637646882,0.06945492472841686,0.0010442945946873977,0.0012288978776588966,18.565217391304348,55.51162790697674,36.9464105156724,-8.168701452794934,-1.14981977632781
2008,1323,1206,5,12,-7,5,0,0,136,18,1,118,68,50,115.36654654480084,95.98783654327391,19.37871000152693,0.8923303635913504,,4.365115104151469,108.81482280058896,99.44645745016624,9.36836535042272,0.7379467770443138,,-3.46841532889065,6,4,0,0.4,3,4,0,0.5714285714285714,6.551723744211884,-3.458620906892321,10.010344651104203,0.1543835865470366,,7.833530433042119,3,0,0,-0.1714285714285713,0.4,0.7333333333333333,0.5228368773959304,0.2857142857142857,0.6666666666666666,0.50528355429419,0.11428571428571432,0.06666666666666665,0.017553323101740403,0.7356495468277946,0.6661912843364457,0.0579062464765538,0.0999649889514311,0.7041847041847041,0.5386153123366656,0.0593551493568063,0.1035242356589698,0.03146484264309046,0.1275759719997801,-0.0014489028802525047,-0.0035592467075386963,21.043478260869566,81.88372093023256,60.84024266936299,13.880470000440809,-0.7690513008524906
2008,1338,1331,4,13,-9,4,1,0,136,19,1,145,82,63,116.9220794897484,96.78052185577864,20.141557633969757,0.8979097814701349,,5.240206113282899,102.9103836730914,93.65443802112448,9.255945651966924,0.7472194894693538,,-0.8683596258174099,4,5,0,0.5555555555555556,2,0,0,0.0,14.011695816656996,3.1260838346541675,10.885611982002828,0.1506902920007811,,6.108565739100309,2,5,0,0.5555555555555556,0.625,0.6666666666666666,0.554646490156382,0.5,0.8,0.4848638913298571,0.125,-0.13333333333333341,0.06978259882652493,0.657608695652174,0.5782417023193662,0.0570719439548935,0.1227843196992667,0.6666666666666666,0.5620801178265725,0.0702957789537816,0.1143139277147955,-0.009057971014492683,0.0161615844927937,-0.013223834998888101,0.008470391984471207,18.75555555555556,67.86046511627907,49.10490956072351,-2.095159644526177,-3.3861949139145437
2008,1345,1124,6,11,-5,6,0,0,136,11,1,169,90,79,110.76787593440284,91.40205925425002,19.365816680152815,0.9011386840219904,,3.7834647937739736,116.5902759911933,100.53353914892293,16.056736842270368,0.8460572844953284,,1.4780937442476878,2,1,0,0.3333333333333333,0,0,0,0.0,-5.822400056790457,-9.131479894672909,3.30907983788245,0.055081399526662,,2.305371049526286,2,1,0,0.3333333333333333,0.5454545454545454,0.8,0.4911441658284938,0.4,0.4666666666666667,0.5576935334925422,0.1454545454545454,0.33333333333333337,-0.06654936766404845,0.7063253012048193,0.580032766953891,0.0893732123890509,0.1792046027331741,0.7410179640718563,0.4272834721165794,0.0740061853512485,0.1258877199218264,-0.03469266286703698,0.15274929483731164,0.015367027037802392,0.05331688281134769,30.217391304347824,40.604651162790695,10.38725985844287,-4.107745791991405,-3.977905170113562
2008,1390,1165,3,14,-11,3,1,0,136,24,1,130,77,53,113.47921116047334,90.72618661908751,22.753024541385827,0.9291296872444336,,6.698358863307687,108.28355815890684,104.47099641746058,3.81256174144626,0.6016162724068389,,-1.165364314050675,3,2,0,0.4,0,0,0,0.0,5.195653001566498,-13.744809798373067,18.940462799939567,0.3275134148375946,,7.863723177358363,3,2,0,0.4,0.6666666666666666,0.7333333333333333,0.5324369417263036,0.8333333333333334,1.0,0.4392541734518931,-0.16666666666666674,-0.2666666666666667,0.09318276827441052,0.6955345060893099,0.5742571668280888,0.0944258369604531,0.0811607692895076,0.7626774847870182,0.5491795486039435,0.0521869180893693,0.1074320327391017,-0.06714297869770836,0.025077618224145337,0.0422389188710838,-0.026271263449594087,12.630434782608695,91.06976744186046,78.43933265925176,-11.783049864679128,1.1762449600615135
2008,1140,1401,8,9,-1,8,0,0,136,-5,0,129,62,67,106.70718957939047,90.79567674953644,15.911512829854033,0.864945016048832,,2.5764285972102554,112.80411762987028,92.064224505816,20.73989312405428,0.9118482471428658,,3.0484791296489764,1,0,0,0.0,1,2,0,0.6666666666666666,-6.096928050479804,-1.2685477562795595,-4.828380294200244,-0.0469032310940338,,-0.4720505324387209,0,-2,0,-0.6666666666666666,0.6666666666666666,0.8666666666666667,0.5131594253854642,0.75,0.6,0.5465938781390294,-0.08333333333333337,0.2666666666666667,-0.03343445275356516,0.6583679114799447,0.639201120627195,0.0660062504311805,0.1015751822903379,0.6379084967320261,0.5167493622118756,0.0716220105029208,0.0826202288286236,0.02045941474791857,0.12245175841531941,-0.0056157600717403056,0.018954953461714302,33.29545454545455,28.48837209302325,-4.807082452431295,20.120432074081272,-5.130543414274897
2008,1417,1290,1,16,-15,1,1,0,136,41,1,99,70,29,116.87790265552528,87.67097133819402,29.206931317331254,0.9646578864398208,,10.710874333990176,90.67147676716267,105.285315020005,-14.613838252842328,0.1520699019676863,,-9.930265234598997,6,13,1,0.6842105263157895,0,0,0,0.0,26.2064258883626,-17.61434368181098,43.82076957017358,0.8125879844721344,,20.64113956858917,6,13,1,0.6842105263157895,0.8571428571428571,0.9333333333333332,0.5525462868956902,0.6153846153846154,0.7333333333333333,0.4361434527711055,0.24175824175824168,0.19999999999999996,0.11640283412458469,0.7360912981455064,0.5387429694339088,0.0698642669021388,0.1469353799296598,0.6722817764165391,0.520273969839256,0.0499107957747364,0.1089966381518212,0.06380952172896737,0.018468999594652757,0.0199534711274024,0.0379387417778386,3.391304347826087,271.7674418604651,268.37613751263905,57.61929094984825,19.071729842374168
2008,1424,1245,8,9,-1,8,0,0,136,13,1,129,71,58,109.59352334971638,94.8478429882514,14.745680361464975,0.8404794475875524,,2.281640596104066,106.73140878980747,94.53649620665476,12.194912583152714,0.8014353309470199,,2.387749218013368,10,13,0,0.5652173913043478,1,0,0,0.0,2.8621145599089037,0.3113467815966402,2.550767778312263,0.0390441166405325,,-0.1061086219093021,9,13,0,0.5652173913043478,0.6,0.8,0.5388459420687453,0.7142857142857143,0.8666666666666667,0.5047042732703415,-0.11428571428571432,-0.06666666666666665,0.034141668798403746,0.7453625632377741,0.5997935981035689,0.0519063677774321,0.1440161334826362,0.7136986301369863,0.5823263574657008,0.0747513622969474,0.1649891139963163,0.031663933100787744,0.017467240637868087,-0.0228449945195153,-0.0209729805136801,40.72727272727273,34.55813953488372,-6.169133192389005,-16.990440663834278,2.2486046582376096
2008,1450,1457,4,13,-9,4,1,0,136,31,1,111,71,40,114.07988759339456,90.70791408679747,23.371973506597087,0.9331693674214544,,4.875819637976534,97.1264120265264,91.66210953867542,5.464302487850972,0.6605842495593466,,-4.176896812037184,1,1,0,0.5,1,0,0,0.0,16.953475566868164,-0.9541954518779504,17.907671018746115,0.2725851178621078,,9.05271645001372,0,1,0,0.5,0.75,0.5333333333333333,0.5552361543808203,0.1428571428571428,0.7333333333333333,0.4844659859216804,0.6071428571428572,-0.19999999999999996,0.07077016845913991,0.7334410339256866,0.5853956612251385,0.058427716872415,0.1296068283690738,0.5980066445182725,0.5457519247945097,0.0675392478862404,0.1648181476466897,0.13543438940741415,0.039643736430628795,-0.009111531013825398,-0.03521131927761589,17.652173913043477,107.11627906976744,89.46410515672397,4.245157878166509,3.6358641228287425
2008,1452,1112,7,10,-3,7,0,0,136,10,1,140,75,65,114.50730474543904,93.58347577200496,20.923828973434084,0.9105627127017172,,2.6487939813332915,116.14534839383336,96.40952851368384,19.73581988014952,0.894893420901077,,1.4557953272096602,15,20,0,0.5714285714285714,2,2,0,0.5,-1.6380436483943157,-2.826052741678879,1.1880090932845633,0.0156692918006401,,1.1929986541236313,13,18,0,0.0714285714285714,0.4,0.6,0.553788942768937,0.2222222222222222,0.4666666666666667,0.6160519048620181,0.1777777777777778,0.1333333333333333,-0.06226296209308113,0.679324894514768,0.5772964372449955,0.0973271777720446,0.136878672154463,0.7428998505231689,0.6209804376762372,0.0626161083448256,0.1003466835984723,-0.0635749560084009,-0.043684000431241765,0.03471106942721899,0.0365319885559907,26.023255813953487,36.55813953488372,10.534883720930235,6.315560269659097,-2.60656497075077
2008,1458,1168,3,14,-11,3,1,0,136,15,1,127,71,56,113.26863995818758,86.29690967408797,26.971730284099607,0.9580185130305272,,8.241770541857113,109.91705890585423,102.6190727147929,7.297986191061327,0.6878476519883816,,-3.12616285272862,6,8,0,0.5714285714285714,0,0,0,0.0,3.351581052333344,-16.322163040704936,19.67374409303828,0.2701708610421456,,11.367933394585734,6,8,0,0.5714285714285714,0.625,0.8666666666666667,0.525593446118356,0.4,0.8666666666666667,0.4630983972012534,0.22499999999999998,0.0,0.062495048917102614,0.7090103397341211,0.5403873915125116,0.0644948593864458,0.1243279352745362,0.7056962025316456,0.5123310472222811,0.0250661725207396,0.1603157889411041,0.003314137202475531,0.028056344290230517,0.03942868686570619,-0.0359878536665679,6.8478260869565215,82.86046511627907,76.01263902932256,-17.762178296542416,1.9095262531602266
2008,1462,1208,3,14,-11,3,1,0,136,12,1,134,73,61,116.25263651282822,94.22908514582058,22.02355136700764,0.917995890354104,,4.7055766861454025,103.88608684464734,95.55280234823316,8.33328449641418,0.7234387928950581,,-3.836185243613285,2,1,0,0.3333333333333333,3,0,0,0.0,12.36654966818088,-1.3237172024125812,13.690266870593462,0.1945570974590459,,8.541761929758687,-1,1,0,0.3333333333333333,0.7142857142857143,0.8666666666666667,0.5669735739174525,0.5714285714285714,0.4,0.5723748562332232,0.1428571428571429,0.4666666666666667,-0.005401282315770639,0.7503410641200545,0.6046553113412138,0.0626436945145235,0.1031998059049098,0.6749174917491749,0.4683007965476899,0.0578295101071461,0.1190712473029525,0.0754235723708796,0.13635451479352384,0.004814184407377409,-0.015871441398042696,15.434782608695652,88.53488372093024,73.10010111223458,8.312676375875398,-4.073950969284592
2008,1231,1116,8,9,-1,8,0,0,137,-14,0,158,72,86,114.78088159059033,95.78535313043383,18.995528460156493,0.8889957757197907,,4.729685270249888,111.50947944583288,95.43038493423444,16.07909451159844,0.8570124192325947,,0.5576680849916917,0,0,0,0.0,1,0,0,0.0,3.2714021447574453,0.354968196199394,2.9164339485580517,0.0319833564871959,,4.172017185258197,-1,0,0,0.0,0.6363636363636364,0.6,0.5393572741817932,0.5714285714285714,0.6,0.569226096077269,0.06493506493506496,0.0,-0.029868821895475794,0.7633689839572193,0.5193889317433055,0.0670935580624377,0.1257517831626714,0.6723646723646723,0.5415711385847375,0.0972422534273905,0.1294883935632254,0.09100431159254696,-0.022182206841432017,-0.030148695364952793,-0.00373661040055398,24.108695652173918,38.906976744186046,14.798281092012129,2.2054771412529863,2.614270828483398
